name,pfs,source,rarity,trait,item_category,item_subcategory,level,price,bulk,usage,url
Fighting Stick,Standard,The Mwangi Expanse pg. 86,Uncommon,"Backswing, Halfling, Nonlethal, Shove, Uncommon",Weapons,Base Weapons,0,5 sp,1,,/Weapons.aspx?ID=168
Fixer (Basic Informant),Standard,PFS Guide pg. 116,Common,,Services,Fixer,0,5 sp (per hour),,,/Equipment.aspx?ID=879
Games,Standard,Grand Bazaar pg. 58,Common,,Adventuring Gear,,0,"5 sp (-5 gp, see text)",L,held in 2 hands,/Equipment.aspx?ID=1333
Hand Adze,Standard,Player Core 2 pg. 274,Common,"Agile, Finesse, Sweep, Thrown 10 ft., Tripkee",Weapons,Base Weapons,0,5 sp,L,,/Weapons.aspx?ID=475
Handling Gloves,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animal Caretaking Gear,0,5 sp,,,/Equipment.aspx?ID=1701
Hearing Aid,Standard,Player Core pg. 293,Common,,Assistive Items,,0,5 sp,,,/Equipment.aspx?ID=2775
Hireling (Skilled),Standard,Core Rulebook pg. 294,Common,,Services,Hirelings,0,5 sp (per day),,,/Equipment.aspx?ID=67
Longspear,Standard,Player Core pg. 277,Common,Reach,Weapons,Base Weapons,0,5 sp,2,,/Weapons.aspx?ID=361
Main-gauche,Standard,Player Core pg. 278,Common,"Agile, Disarm, Finesse, Parry, Versatile S",Weapons,Base Weapons,0,5 sp,L,,/Weapons.aspx?ID=387
Material Component Pouch,Limited,Core Rulebook pg. 290,Common,,Adventuring Gear,,0,5 sp,L,,/Equipment.aspx?ID=33
Oilskin Pouch,Standard,Howl of the Wild pg. 113,Common,,Adventuring Gear,,0,5 sp,L,,/Equipment.aspx?ID=3249
Parrying Scabbard,Standard,Player Core pg. 290,Common,,Adventuring Gear,,0,5 sp,L,,/Equipment.aspx?ID=2740
Pig,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,5 sp,,,/Equipment.aspx?ID=1688
Playing Cards,Standard,PFS Guide pg. 115,Common,,Adventuring Gear,,0,5 sp,,,/Equipment.aspx?ID=873
Probing Cane,Standard,Grand Bazaar pg. 67,Common,,Assistive Items,Canes & Crutches,0,5 sp,L,held in 1 hand,/Equipment.aspx?ID=1346
Probing Cane,Standard,Grand Bazaar pg. 67,Common,"Finesse, Sweep",Weapons,Base Weapons,0,5 sp,L,,/Weapons.aspx?ID=229
Prosthesis,Standard,Player Core pg. 293,Common,,Assistive Items,,0,5 sp,,,/Equipment.aspx?ID=2776
Reinforced Frame,Standard,Grand Bazaar pg. 72,Common,"Agile, Attached, Free-Hand",Weapons,Base Weapons,0,5 sp,,,/Weapons.aspx?ID=230
Reinforced Wheels,Standard,Grand Bazaar pg. 72,Common,,Assistive Items,Mobility Devices,0,5 sp,,,/Equipment.aspx?ID=1362
Rope,Standard,Player Core pg. 290,Common,,Adventuring Gear,,0,5 sp (50 ft.),L,,/Equipment.aspx?ID=2748
Ruler,Limited,PFS Guide pg. 34,Common,,Adventuring Gear,,0,5 sp,,held in 1 hand,/Equipment.aspx?ID=849
Scorpion Whip,Limited,Pathfinder #151: The Show Must Go On pg. 77,Uncommon,"Disarm, Finesse, Reach, Trip, Uncommon",Weapons,Base Weapons,0,5 sp,L,,/Weapons.aspx?ID=114
Shears,Standard,"Monster Core pg. 241, Bestiary 2 pg. 184, Monster Core 2 pg. 222",Uncommon,"Deadly d8, Finesse, Uncommon, Versatile P",Weapons,Base Weapons,0,5 sp,L,,/Weapons.aspx?ID=446
Shield Boss,Standard,Player Core pg. 278,Common,Attached to Shield,Weapons,Base Weapons,0,5 sp,,,/Weapons.aspx?ID=396
Shield Spikes,Standard,Player Core pg. 278,Common,Attached to Shield,Weapons,Base Weapons,0,5 sp,,,/Weapons.aspx?ID=397
Splint,Standard,Grand Bazaar pg. 69,Common,,Assistive Items,Joint Supports and Splints,0,5 sp,,worn,/Equipment.aspx?ID=1350
Support,Standard,Grand Bazaar pg. 69,Common,,Assistive Items,Joint Supports and Splints,0,5 sp,,worn,/Equipment.aspx?ID=1351
Tear-Away Clothing,Standard,Grand Bazaar pg. 93,Common,,Adventuring Gear,,0,5 sp,,modifies existing clothing,/Equipment.aspx?ID=1402
The Old Mage Deck,Standard,Secrets of Magic pg. 183,Common,,Adventuring Gear,,0,5 sp,,,/Equipment.aspx?ID=1084
Toy Carriage,Standard,Grand Bazaar pg. 59,Common,,Adventuring Gear,,0,5 sp,,held in 1 hand,/Equipment.aspx?ID=1342
Voicebox,Standard,Treasure Vault pg. 109,Common,"Illusion, Magical",Assistive Items,,0,5 sp,,worn necklace,/Equipment.aspx?ID=2169
Waffle Iron,Standard,Grand Bazaar pg. 93,Common,,Adventuring Gear,,0,5 sp,1,,/Equipment.aspx?ID=1403
Wheel Blades,Standard,Grand Bazaar pg. 72,Common,,Assistive Items,Mobility Devices,0,5 sp,,,/Equipment.aspx?ID=1363
Wheel Blades,Standard,Grand Bazaar pg. 72,Common,"Agile, Attached, Free-Hand",Weapons,Base Weapons,0,5 sp,,,/Weapons.aspx?ID=231
Wheel Spikes,Standard,Grand Bazaar pg. 72,Common,,Assistive Items,Mobility Devices,0,5 sp,,,/Equipment.aspx?ID=1364
Wheel Spikes,Standard,Grand Bazaar pg. 72,Common,"Agile, Attached, Free-Hand",Weapons,Base Weapons,0,5 sp,,,/Weapons.aspx?ID=232
Wheelbarrow,Standard,Grand Bazaar pg. 93,Common,,Adventuring Gear,,0,5 sp,5,held in 2 hands,/Equipment.aspx?ID=1404
Wheelchair,Standard,Player Core pg. 293,Common,,Assistive Items,,0,5 sp,2,see text,/Equipment.aspx?ID=2777
Wheelchair (Supramarine Chair),Standard,Howl of the Wild pg. 113,Common,,Assistive Items,,0,5 sp,2,,/Equipment.aspx?ID=2777
Chest,Standard,Player Core pg. 287,Common,,Adventuring Gear,,0,6 sp,2,,/Equipment.aspx?ID=2712
Cloth (Linen),Standard,Travel Guide pg. 37,Common,,Trade Goods,,0,6 sp,,,/Equipment.aspx?ID=1773
Flower Press,Standard,Howl of the Wild pg. 113,Common,,Adventuring Gear,,0,6 sp,1,,/Equipment.aspx?ID=3247
Kukri,Standard,"Tian Xia Character Guide pg. 127, Player Core pg. 278",Uncommon,"Agile, Finesse, Trip, Uncommon",Weapons,Base Weapons,0,6 sp,L,,/Weapons.aspx?ID=413
Magazine (Air Repeater),Standard,Guns & Gears (Remastered) pg. 151,Uncommon,Uncommon,Weapons,Base Weapons,0,6 sp,,,/Weapons.aspx?ID=209
Mambele,Standard,"Player Core 2 pg. 274, Treasure Vault pg. 27, Gods & Magic pg. 121",Uncommon,"Deadly d8, Disarm, Thrown 20 ft., Uncommon",Weapons,Base Weapons,0,6 sp,1,,/Weapons.aspx?ID=477
Sai,Standard,"Tian Xia Character Guide pg. 127, Player Core pg. 278",Uncommon,"Agile, Disarm, Finesse, Monk, Uncommon, Versatile B",Weapons,Base Weapons,0,6 sp,L,,/Weapons.aspx?ID=416
Thorn Whip,Standard,Impossible Lands pg. 221,Uncommon,"Disarm, Finesse, Ghoran, Reach, Trip, Uncommon",Weapons,Base Weapons,0,6 sp,1,,/Weapons.aspx?ID=267
Wheat,,Travel Guide pg. 37,Common,,Trade Goods,,0,6 sp (per bushel),,,/Equipment.aspx?ID=1780
Kris,Standard,"Tian Xia Character Guide pg. 127, Impossible Lands pg. 221",Common,"Agile, Deadly d8, Finesse",Weapons,Base Weapons,0,7 sp,L,,/Weapons.aspx?ID=264
Lantern (Hooded),Standard,Player Core pg. 288,Common,,Adventuring Gear,,0,7 sp,L,,/Equipment.aspx?ID=2730
Machete,Standard,"NPC Core pg. 18, Gods & Magic pg. 120",Common,"Deadly d8, Sweep",Weapons,Base Weapons,0,7 sp,L,,/Weapons.aspx?ID=516
Orc Knuckle Dagger,Standard,Player Core pg. 278,Uncommon,"Agile, Disarm, Orc, Uncommon",Weapons,Base Weapons,0,7 sp,L,,/Weapons.aspx?ID=415
Pick,Standard,Player Core pg. 278,Common,Fatal 1d10,Weapons,Base Weapons,0,7 sp,1,,/Weapons.aspx?ID=389
Squirrel,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,7 sp,,,/Equipment.aspx?ID=1695
Cloth (Cotton),Standard,Travel Guide pg. 37,Common,,Trade Goods,,0,8 sp,,,/Equipment.aspx?ID=1773
Dandpatta,Standard,Impossible Lands pg. 220,Uncommon,"Agile, Twin, Uncommon",Weapons,Base Weapons,0,8 sp,L,,/Weapons.aspx?ID=260
Fishing Tackle,Standard,Player Core pg. 288,Common,,Adventuring Gear,,0,8 sp,1,,/Equipment.aspx?ID=2722
Flail,Standard,Player Core pg. 278,Common,"Disarm, Sweep, Trip",Weapons,Base Weapons,0,8 sp,1,,/Weapons.aspx?ID=374
Fox,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,8 sp,,,/Equipment.aspx?ID=1679
Harness,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animal Caretaking Gear,0,8 sp,,,/Equipment.aspx?ID=1702
"Lodging (Private Room, for 2)",Standard,Player Core pg. 294,Common,,Services,,0,8 sp (per day),,,/Equipment.aspx?ID=2766
Magazine (Long Air Repeater),Standard,Guns & Gears (Remastered) pg. 151,Uncommon,Uncommon,Weapons,Base Weapons,0,8 sp,,,/Weapons.aspx?ID=210
Musical Instrument (Handheld),Standard,Player Core pg. 290,Common,,Adventuring Gear,,0,8 sp,1,,/Equipment.aspx?ID=2737
Shield Augmentation,Standard,Grand Bazaar pg. 104,Uncommon,"Adjustment, Uncommon",Adjustments,,0,8 sp,,applied to a shield,/Equipment.aspx?ID=1430
Tent (Pup),Standard,Player Core pg. 292,Common,,Adventuring Gear,,0,8 sp,L,,/Equipment.aspx?ID=2757
Horsechopper,Standard,Player Core pg. 278,Uncommon,"Goblin, Reach, Trip, Uncommon, Versatile P",Weapons,Base Weapons,0,9 sp,2,,/Weapons.aspx?ID=409
Jiu Huan Dao,Standard,"Tian Xia Character Guide pg. 127, Gods & Magic pg. 121, Treasure Vault pg. 27",Uncommon,"Sweep, Uncommon",Weapons,Base Weapons,0,9 sp,1,,/Weapons.aspx?ID=288
Repeating Crossbow Magazine,Standard,Guns & Gears (Remastered) pg. 64,Uncommon,Uncommon,Weapons,Base Weapons,0,9 sp (price for 5 bolts),L,,/Weapons.aspx?ID=181
Repeating Hand Crossbow Magazine,Standard,Guns & Gears (Remastered) pg. 64,Uncommon,Uncommon,Weapons,Base Weapons,0,9 sp (price for 5 bolts),L,,/Weapons.aspx?ID=182
Repeating Heavy Crossbow Magazine,Standard,Guns & Gears (Remastered) pg. 64,Uncommon,Uncommon,Weapons,Base Weapons,0,9 sp (price for 5 bolts),L,,/Weapons.aspx?ID=183
Scizore,Standard,Treasure Vault pg. 27,Common,"Disarm, Parry",Weapons,Base Weapons,0,9 sp,L,,/Weapons.aspx?ID=303
Shortsword,Standard,Player Core pg. 278,Common,"Agile, Finesse, Versatile S",Weapons,Base Weapons,0,9 sp,L,,/Weapons.aspx?ID=398
Adze,Standard,Player Core 2 pg. 274,Common,"Forceful, Sweep, Tripkee",Weapons,Base Weapons,0,1 gp,2,,/Weapons.aspx?ID=467
Battle Axe,Standard,Player Core pg. 278,Common,Sweep,Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=371
Beehive,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,1 gp,,,/Equipment.aspx?ID=1668
Beverages (Bottle of Fine Wine),Standard,Player Core pg. 294,Common,,Services,,0,1 gp,L,,/Equipment.aspx?ID=2765
Boarding Axe,Standard,Azarketi Ancestry Web Supplement pg. 1,Uncommon,"Agile, Azarketi, Climbing, Uncommon, Versatile P",Weapons,Base Weapons,0,1 gp,L,,/Weapons.aspx?ID=155
Brass Ear,Standard,Player Core pg. 287,Common,,Adventuring Gear,,0,1 gp,,,/Equipment.aspx?ID=2707
Buckler,Standard,Player Core pg. 274,Common,,Shields,Base Shields,0,1 gp,L,,/Shields.aspx?ID=17
Chair Storage,Standard,Grand Bazaar pg. 71,Common,,Assistive Items,Mobility Devices,0,1 gp,,,/Equipment.aspx?ID=1360
Compass,Standard,Player Core pg. 288,Common,,Adventuring Gear,,0,1 gp,,,/Equipment.aspx?ID=2716
Cookware,Standard,Player Core pg. 288,Common,,Adventuring Gear,,0,1 gp,2,,/Equipment.aspx?ID=2717
Dart Umbrella,Standard,Guns & Gears (Remastered) pg. 63,Uncommon,"Agile, Concealable, Nonlethal, Uncommon",Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=175
Depth Gauge,Standard,PFS Guide pg. 114,Uncommon,Uncommon,Adventuring Gear,,0,1 gp,L,,/Equipment.aspx?ID=866
Fake Blood Pack,Standard,Rival Academies pg. 56,Common,Consumable,Adventuring Gear,,0,1 gp,L,worn under light armor or clothes,/Equipment.aspx?ID=3528
Filcher's Fork,Standard,Player Core pg. 278,Uncommon,"Agile, Backstabber, Deadly d6, Finesse, Halfling, Thrown 20 ft., Uncommon",Weapons,Base Weapons,0,1 gp,L,,/Weapons.aspx?ID=407
Fixer (Basic Councelor),Standard,PFS Guide pg. 116,Common,,Services,Fixer,0,1 gp (per hour),,,/Equipment.aspx?ID=879
Fixer (Expert Informant),Standard,PFS Guide pg. 116,Common,,Services,Fixer,0,1 gp (per hour),,,/Equipment.aspx?ID=879
Flayleaf,,Gamemastery Guide pg. 120,Common,"Alchemical, Consumable, Drug, Ingested, Inhaled, Poison",Alchemical Items,Drugs,0,1 gp,L,held in 1 hand,/Equipment.aspx?ID=624
Flyssa,Standard,Treasure Vault pg. 27,Common,"Agile, Finesse, Versatile P",Weapons,Base Weapons,0,1 gp,L,,/Weapons.aspx?ID=285
Formula Book (Blank),Standard,Player Core pg. 288,Common,,Adventuring Gear,,0,1 gp,L,,/Equipment.aspx?ID=2724
Gada,Standard,Impossible Lands pg. 220,Common,"Backswing, Two-Hand d12, Vanara",Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=262
Gaff,Standard,"Battlecry! pg. 118, Bestiary 2 pg. 125",Common,"Trip, Versatile P",Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=530
Gladius,Standard,War of Immortals pg. 147,Uncommon,"Deadly D10, Uncommon, Versatile S",Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=510
Glaive,Standard,"Tian Xia Character Guide pg. 127, Player Core pg. 278",Common,"Deadly d8, Forceful, Reach",Weapons,Base Weapons,0,1 gp,2,,/Weapons.aspx?ID=375
Greatclub,Standard,Player Core pg. 278,Common,"Backswing, Shove",Weapons,Base Weapons,0,1 gp,2,,/Weapons.aspx?ID=377
Greatpick,Standard,Player Core pg. 278,Common,Fatal 1d12,Weapons,Base Weapons,0,1 gp,2,,/Weapons.aspx?ID=378
Griffon  Cane,Standard,Grand Bazaar pg. 67,Common,,Assistive Items,Canes & Crutches,0,1 gp,L,held in 1 hand,/Equipment.aspx?ID=1345
Griffon Cane,Standard,Grand Bazaar pg. 67,Common,"Backswing, Two-Hand d10",Weapons,Base Weapons,0,1 gp,L,,/Weapons.aspx?ID=228
Harpoon,Standard,Treasure Vault pg. 31,Common,"Tethered, Thrown",Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=336
Harrow Carrying Case,Limited,Pathfinder #160: Assault on Hunting Lodge Seven pg. 66,Common,,Adventuring Gear,,0,1 gp,1,,/Equipment.aspx?ID=823
Harrow Deck (Simple),Limited,Pathfinder #160: Assault on Hunting Lodge Seven pg. 66,Common,,Adventuring Gear,,0,1 gp,L,,/Equipment.aspx?ID=824
Iron (Ingot),,Travel Guide pg. 36,Common,,Trade Goods,,0,1 gp,,,/Equipment.aspx?ID=1767
Kama,Standard,"Tian Xia Character Guide pg. 127, Player Core pg. 278",Uncommon,"Agile, Monk, Trip, Uncommon",Weapons,Base Weapons,0,1 gp,L,,/Weapons.aspx?ID=410
Lance,Standard,Player Core pg. 278,Common,"Deadly d8, Jousting 1d6, Reach",Weapons,Base Weapons,0,1 gp,2,,/Weapons.aspx?ID=383
Lantern (Bull's-Eye),Standard,Player Core pg. 288,Common,,Adventuring Gear,,0,1 gp,1,,/Equipment.aspx?ID=2730
Lion Scythe,Standard,Battlecry! pg. 118,Uncommon,"Agile, Finesse, Trip, Uncommon",Weapons,Base Weapons,0,1 gp,L,,/Weapons.aspx?ID=533
Lizard (X's),Standard,Travel Guide pg. 101,Common,,Animals and Gear,Animals,0,1 gp,,,/Equipment.aspx?ID=1684
Longsword,Standard,Player Core pg. 278,Common,Versatile P,Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=386
Mace,Standard,Player Core pg. 277,Common,Shove,Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=362
Marked Playing Cards,Standard,PFS Guide pg. 115,Common,,Adventuring Gear,,0,1 gp,,,/Equipment.aspx?ID=873
Meal (Fine Dining),Standard,Player Core pg. 294,Common,,Services,,0,1 gp,L,,/Equipment.aspx?ID=2767
Mirror,Standard,Player Core pg. 290,Common,,Adventuring Gear,,0,1 gp,,,/Equipment.aspx?ID=2735
Morningstar,Standard,Player Core pg. 277,Common,Versatile P,Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=363
Net,Standard,Player Core pg. 290,Common,,Adventuring Gear,,0,1 gp,1,,/Equipment.aspx?ID=2738
Nightstick,,Pathfinder #157: Devil at the Dreaming Palace pg. 78,Uncommon,"Agile, Finesse, Nonlethal, Parry, Uncommon",Weapons,Base Weapons,0,1 gp,L,,/Weapons.aspx?ID=131
Ogre Hook,Standard,"Tian Xia Character Guide pg. 127, Monster Core pg. 251",Uncommon,"Deadly d10, Trip, Uncommon",Weapons,Base Weapons,0,1 gp,2,,/Weapons.aspx?ID=495
Paint Set,Standard,Grand Bazaar pg. 59,Common,,Adventuring Gear,,0,1 gp,L,held in 2 hands,/Equipment.aspx?ID=1337
Panabas,Standard,"Tian Xia Character Guide pg. 127, Impossible Lands pg. 221, Treasure Vault pg. 27",Common,"Forceful, Sweep, Two-Hand d10",Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=299
Rabbit,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,1 gp,,,/Equipment.aspx?ID=1690
Religious Text,Standard,Player Core pg. 290,Common,,Adventuring Gear,,0,1 gp,L,,/Equipment.aspx?ID=2746
Repeater bandolier,Standard,Battlecry! pg. 119,Uncommon,Uncommon,Adventuring Gear,,0,1 gp,,,/Equipment.aspx?ID=3987
Rope Dart,Standard,Treasure Vault pg. 27,Uncommon,"Disarm, Finesse, Sweep, Tethered, Thrown 20 ft., Trip, Uncommon",Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=301
Rubbing Set,Standard,PFS Guide pg. 115,Uncommon,Uncommon,Adventuring Gear,,0,1 gp,1,,/Equipment.aspx?ID=874
Scimitar,Standard,Player Core pg. 278,Common,"Forceful, Sweep",Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=393
Shootist Bandolier,Limited,Pathfinder #165: Eyes of Empty Death pg. 73,Uncommon,Uncommon,Adventuring Gear,,0,1 gp,,,/Equipment.aspx?ID=937
Snake,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,1 gp,,,/Equipment.aspx?ID=1693
Spellbook (Blank),Standard,Player Core pg. 292,Common,,Adventuring Gear,,0,1 gp,L,,/Equipment.aspx?ID=2753
Spraysling,Standard,Treasure Vault pg. 31,Uncommon,"Halfling, Propulsive, Scatter 5 ft., Uncommon",Weapons,Base Weapons,0,1 gp,L,,/Weapons.aspx?ID=340
Storage,Standard,Treasure Vault pg. 11,Common,Adjustment,Adjustments,,0,1 gp,L,applied to armor or unarmored defense clothing,/Equipment.aspx?ID=1825
Tank (Stationary),Standard,Travel Guide pg. 101,Common,,Animals and Gear,Animal Caretaking Gear,0,1 gp,,,/Equipment.aspx?ID=1704
Tool (Long),Standard,Player Core pg. 292,Common,,Adventuring Gear,,0,1 gp,1,,/Equipment.aspx?ID=2759
Trident,Standard,Player Core pg. 278,Common,Thrown 20 ft.,Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=401
Trundle Wheel,Standard,Howl of the Wild pg. 113,Common,,Adventuring Gear,,0,1 gp,1,,/Equipment.aspx?ID=3253
Wakizashi,Standard,"Tian Xia Character Guide pg. 127, Player Core pg. 278",Uncommon,"Agile, Deadly d8, Finesse, Uncommon, Versatile P",Weapons,Base Weapons,0,1 gp,L,,/Weapons.aspx?ID=419
War Javelin,Standard,War of Immortals pg. 147,Uncommon,"Tethered, Thrown 30 ft., Uncommon",Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=512
Warhammer,Standard,Player Core pg. 278,Common,Shove,Weapons,Base Weapons,0,1 gp,1,,/Weapons.aspx?ID=403
Wax Key Blank,Standard,PFS Guide pg. 115,Uncommon,Uncommon,Adventuring Gear,,0,1 gp,,,/Equipment.aspx?ID=878
Wheel Chair (Chair Storage),Standard,Player Core pg. 293,Common,,Assistive Items,,0,1 gp,,,/Equipment.aspx?ID=2777
Wine (Fine),,Travel Guide pg. 36,Common,,Trade Goods,,0,1 gp (per bottle),,,/Equipment.aspx?ID=1769
Wooden Shield,Standard,Player Core pg. 274,Common,,Shields,Base Shields,0,1 gp,1,,/Shields.aspx?ID=18
Wool (1 Bulk),Standard,Travel Guide pg. 36,Common,,Trade Goods,,0,1 gp,,,/Equipment.aspx?ID=1772
Writing Set,Standard,Player Core pg. 292,Common,,Adventuring Gear,,0,1 gp,L,,/Equipment.aspx?ID=2762
Zhuazhi Bang,Standard,Tian Xia Character Guide pg. 127,Uncommon,"Disarm, Grapple, Razing, Trip, Uncommon",Weapons,Base Weapons,0,1 gp,L,,/Weapons.aspx?ID=494
Fighting Fan,Standard,"Tian Xia Character Guide pg. 127, Gods & Magic pg. 120, Treasure Vault pg. 27",Uncommon,"Agile, Backstabber, Deadly d6, Finesse, Monk, Uncommon",Weapons,Base Weapons,0,"1 gp, 1 sp",L,,/Weapons.aspx?ID=284
Fauchard,Standard,Battlecry! pg. 118,Common,"Deadly d8, Reach, Sweep, Trip",Weapons,Base Weapons,0,"1 gp, 4 sp",2,,/Weapons.aspx?ID=529
Adventurer's Pack,Standard,Player Core pg. 287,Common,,Adventuring Gear,,0,"1 gp, 5 sp",1,,/Equipment.aspx?ID=2700
Badger,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,"1 gp, 5 sp",,,/Equipment.aspx?ID=1666
Scroll Robes,Standard,Treasure Vault pg. 11,Common,Inscribed,Armor,Base Armor,0,"1 gp, 5 sp",L,,/Armor.aspx?ID=35
Traitor's Ring,Standard,Dark Archives (Remastered) pg. 83,Uncommon,Uncommon,Adventuring Gear,,0,"1 gp, 5 sp",,worn,/Equipment.aspx?ID=4129
Aldori Dueling Sword,Standard,"Battlecry! pg. 118, World Guide pg. 28",Uncommon,"Finesse, Uncommon, Versatile P",Weapons,Base Weapons,0,2 gp,1,,/Weapons.aspx?ID=535
Armored Cloak,Standard,Firebrands pg. 83,Common,"Comfort, Flexible",Armor,Base Armor,0,2 gp,L,,/Armor.aspx?ID=37
Armored Skirt,Standard,Character Guide pg. 91,Common,,Adventuring Gear,,0,2 gp,1,,/Equipment.aspx?ID=514
Bladed Diabolo,Limited,Pathfinder #151: The Show Must Go On pg. 77,Uncommon,"Backswing, Disarm, Finesse, Thrown 40 ft., Trip, Uncommon",Weapons,Base Weapons,0,2 gp,L,,/Weapons.aspx?ID=115
Broadspear,Standard,Impossible Lands pg. 220,Common,"Reach, Sweep, Versatile S",Weapons,Base Weapons,0,2 gp,2,,/Weapons.aspx?ID=258
Butterfly Sword,Standard,"Tian Xia Character Guide pg. 127, Pathfinder #166: Despair on Danger Island pg. 76, Treasure Vault pg. 26",Uncommon,"Agile, Concealable, Disarm, Finesse, Monk, Parry, Twin, Uncommon",Weapons,Base Weapons,0,2 gp,L,,/Weapons.aspx?ID=275
Canary Informant (Basic Services),Limited,Firebrands pg. 92,Common,,Services,,0,2 gp,,,/Equipment.aspx?ID=2468
Caster's Targe,Standard,Treasure Vault pg. 20,Common,Inscribed,Shields,Base Shields,0,2 gp,1,,/Shields.aspx?ID=5
Catch Pole,Standard,Howl of the Wild pg. 112,Common,,Adventuring Gear,,0,2 gp,1,,/Equipment.aspx?ID=3245
Clan Dagger,Standard,Player Core pg. 277,Uncommon,"Agile, Dwarf, Parry, Uncommon, Versatile B",Weapons,Base Weapons,0,2 gp,L,,/Weapons.aspx?ID=368
Claw Blade,Standard,Player Core 2 pg. 274,Uncommon,"Agile, Catfolk, Deadly d8, Disarm, Finesse, Uncommon, Versatile P",Weapons,Base Weapons,0,2 gp,L,,/Weapons.aspx?ID=470
Clothing (Fine),Standard,Player Core pg. 291,Common,,Adventuring Gear,,0,2 gp,L,,/Equipment.aspx?ID=2715
Combat Lure,Standard,Treasure Vault pg. 26,Uncommon,"Finesse, Tethered, Thrown 20 ft., Training, Uncommon",Weapons,Base Weapons,0,2 gp,1,,/Weapons.aspx?ID=277
Cotton (1 Bulk),Standard,Travel Guide pg. 36,Common,,Trade Goods,,0,2 gp,,,/Equipment.aspx?ID=1771
Disguise Kit,Standard,Player Core pg. 288,Common,,Adventuring Gear,,0,2 gp,L,,/Equipment.aspx?ID=2720
Dueling Spear,Standard,Grand Bazaar pg. 105,Uncommon,"Disarm, Finesse, Uncommon, Versatile S",Weapons,Base Weapons,0,2 gp,2,,/Weapons.aspx?ID=236
Extendible Pincer,Standard,Guns & Gears (Remastered) pg. 87,Uncommon,"Clockwork, Uncommon",Adventuring Gear,,0,2 gp,L,held in 2 hands,/Equipment.aspx?ID=1148
Feng Huo Lun,Standard,"Tian Xia Character Guide pg. 127, Pathfinder #166: Despair on Danger Island pg. 76, Treasure Vault pg. 27",Uncommon,"Agile, Disarm, Finesse, Monk, Parry, Twin, Uncommon, Versatile P",Weapons,Base Weapons,0,2 gp,L,,/Weapons.aspx?ID=283
Fixer (Expert Councelor),Standard,PFS Guide pg. 116,Common,,Services,Fixer,0,2 gp (per hour),,,/Equipment.aspx?ID=879
Gill Hook,Standard,Azarketi Ancestry Web Supplement pg. 1,Uncommon,"Azarketi, Grapple, Reach, Uncommon",Weapons,Base Weapons,0,2 gp,2,,/Weapons.aspx?ID=156
